org_id,org_name,org_type,homepage_url,jobs_url,canonical_jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes,manual_review,column
,City of Oshawa,municipality,https://www.oshawa.ca/,https://cityofoshawa.njoyn.com/CL/xweb/xweb.asp?tbtoken=ZllQQRkXCB92a3IHRSAmCCNABhVEcFYqLiUuQC4kXkhZIS19ExBQXjEcWzducmJxeAkbVRdUT3NsF3U%3D&chk=ZVpaShM%3D&page=joblisting&CLID=126638,https://validate.perfdrive.com/?ssa=d70839d9-b0d9-4857-8f3f-2bd5f290b2fb&ssb=37671230119&ssc=https%3A%2F%2Fcityofoshawa.njoyn.com%2FCL%2Fxweb%2Fxweb.asp%3Ftbtoken%3DZllQQRkXCB92a3IHRSAmCCNABhVEcFYqLiUuQC4kXkhZIS19ExBQXjEcWzducmJxeAkbVRdUT3NsF3U%253D%26chk%3DZVpaShM%253D%26page%3Djoblisting%26CLID%3D126638&ssi=2f754b63-dcvu-4800-822b-1c132ad68ce5&ssk=botmanager_support%40radware.com&ssm=83946787842814476104211882141558&ssn=4eab504d420cc761fbfabdba98a42cea346ef4ae6228-7646-4bde-87e172&sso=3549c489-088ada094fa163853e6d535ea366a7e55cebdbd1f5740569&ssp=26027436321771611417177168183240366&ssq=78903093313588470403733135227211196353470&ssr=MjAuNTcuNDcuMjI3&sst=OntarioJobBot%2F1.0+%28+https%3A%2F%2Fgithub.com%2Fradiobyline%2FOntario-Job-Bot%29&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDBmNGFlNjIyOC03NjQ2LTRiZGUtODQ4OS0wODhhZGEwOTRmYTExLTE3NzE2MzMxMzUzODEwLTAwMjExODQwNDkwMDRjM2IwOWQxMCIsInJkIjoibmpveW4uY29tIiwidXpteCI6IjdmOTAwMDU1N2RkNjI1LWI4M2EtNGRmMS04Nzk1LWE3ZmY3MmRhNjhkMjEtMTc3MTYzMzEzMjg5NDI0ODctMGMzZWZmN2Y0YzgzYWQ0NzE2In0%3D,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Otonabee-South Monaghan,municipality,https://www.osmtownship.ca/,https://www.osmtownship.ca/jobs,https://www.osmtownship.ca/media/bxrnuiiz/call-for-wall-of-honour-selection-committee-members.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Owen Sound,municipality,https://www.owensound.ca/,https://www.owensound.ca/city-government/careers,https://www.owensound.ca/city-government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Oxford,municipality,https://www.oxfordcounty.ca/,https://www.oxfordcounty.ca/careers,https://www.oxfordcounty.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Parry Sound,municipality,https://www.parrysound.ca/,https://www.parrysound.ca/government/employment-opportunities,https://www.parrysound.ca/media/5hbpno5k/casual-labour-parks-rec-posting-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Pelee,municipality,https://www.pelee.org/,https://www.pelee.org/municipality/employment/,https://www.pelee.org/wp-content/uploads/2026/01/Admin-Assistant-Job-Description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Pelham,municipality,https://www.pelham.ca/,https://www.pelham.ca/careers,https://www.pelham.ca/media/5lwj2i4k/s100-12-public-code-of-conduct.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Pembroke,municipality,https://www.pembroke.ca/,https://www.pembroke.ca/city-government/careers,https://www.pembroke.ca/media/npobuad4/pfd-probationary-fire-fighter-recruitment-guide-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Penetanguishene,municipality,https://www.penetanguishene.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=58364102-bf29-4c81-ba6b-3f929ecc8fb7&ccId=9201111269085_2&lang=en_CA,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=58364102-bf29-4c81-ba6b-3f929ecc8fb7&ccId=9201111269085_2&lang=en_CA,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Town of Perth,municipality,https://www.perth.ca/,https://www.perth.ca/employment,https://www.perth.ca/media/gndmndii/vff-job-posting_nov-2024.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,County of Perth,municipality,https://www.perthcounty.ca/en/index.aspx,https://www.perthcounty.ca/en/county-government/employment-opportunities.aspx,https://www.perthcounty.ca/en/county-government/employment-opportunities.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Perth South,municipality,https://www.perthsouth.ca/en/index.aspx,https://www.perthsouth.ca/en/township-office/careers-and-employment.aspx,https://www.perthsouth.ca/en/township-office/careers-and-employment.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Peterborough,municipality,https://www.peterborough.ca/,https://www.peterborough.ca/careers#Permanentopportunities,https://www.peterborough.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Pickering,municipality,https://www.pickering.ca/,https://www.pickering.ca/careers,https://www.pickering.ca/media/5erhf0la/job-posting-animal-services-field-student.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Netmizaaggamig Nishnaabeg,first_nation,https://www.picmobert.com/,https://www.picmobert.com/jobs,https://d51c508b-a25b-43c8-a115-4ec6e8c2ae31.filesusr.com/ugd/7b6539_68e413dc228143f59d3f0188e9412a2b.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Biigtigong Nishnaabeg,first_nation,https://www.picriver.com/,"https://www.picriver.com/#:~:text=Council%0ABiigitong%20Nishnaabeg-,Job%20Postings,-Nothing%20posted.%20Keep",https://www.picriver.com/,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Plympton-Wyoming,municipality,https://www.plympton-wyoming.com/,https://www.plympton-wyoming.com/careers,https://www.plympton-wyoming.com/media/xg2joee0/employment-opportunity-roads-labourer-2026-2.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Port Colborne,municipality,https://www.portcolborne.ca/en/index.aspx,https://portcolborne.wd10.myworkdayjobs.com/en-US/CPC,https://portcolborne.wd10.myworkdayjobs.com/en-US/CPC,ats_workday,workday,0.98,url_pattern,2026-02-23,matched workday domain/path,0,
,Municipality of Port Hope,municipality,https://www.porthope.ca/en/index.aspx,https://municipalityofporthope.applytojob.com/apply,https://municipalityofporthope.applytojob.com/apply,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Powassan,municipality,https://www.powassan.net/,https://www.powassan.net/news/employment-opportunity-with-golden-sunshine-municipal-non-profit-housing-corporation-,https://www.powassan.net/Uploads/Notices%20and%20News%20Items/Job%20Posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Prescott,municipality,https://www.prescott.ca/,https://www.prescott.ca/town-hall/career-opportunities,https://www.prescott.ca/media/1gpjqmyc/prince-st-prescott_rfp_12-25-final.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Prince,municipality,https://www.princetownship.ca/,https://www.princetownship.ca/join-our-team.html,https://www.princetownship.ca/uploads/3/9/8/6/39869797/cemc_job_posting_jan_2023.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,County of Peterborough,municipality,https://www.ptbocounty.ca/,https://peterboroughcounty.applytojob.com/apply,https://peterboroughcounty.applytojob.com/apply,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Rainy River,municipality,https://www.rainyriver.ca/en,https://www.rainyriver.ca/en/your-government/employment-tenders-rfps,https://www.rainyriver.ca/uploads/employment-opportunities/21-206-electrical-set-rev-1.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Ramara,municipality,https://www.ramara.ca/,https://www.ramara.ca/careers,https://www.ramara.ca/media/alvjr5ep/job-posting-fire-summer-student-1.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Red Lake,municipality,https://www.redlake.ca/,https://www.redlake.ca/our-government/jobs,https://www.redlake.ca/media/ea4je5py/summer-student.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Regional Municipality of Waterloo,municipality,https://www.regionofwaterloo.ca/en/index.aspx,https://careers.regionofwaterloo.ca/RoW/search/?createNewAlert=false&q=,https://careers.regionofwaterloo.ca/RoW/search?createNewAlert=false&q=,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Renfrew,municipality,https://www.renfrew.ca/,https://www.renfrew.ca/en/town-hall/careers,https://www.renfrew.ca/uploads/Social-Media-Policy-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Richmond Hill,municipality,https://www.richmondhill.ca/en/index.aspx,https://jobs.richmondhill.ca/go/View-All/2572817/,https://jobs.richmondhill.ca/go/View-All/2572817,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Rideau Lakes,municipality,https://www.rideaulakes.ca/,https://www.rideaulakes.ca/town-hall/services/employment-opportunities,https://www.rideaulakes.ca/town-hall/services/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Russell,municipality,https://www.russell.ca/en/index.aspx,https://www.russell.ca/en/your-township/job-postings.aspx,https://www.russell.ca/en/your-township/job-postings.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Ryerson,municipality,https://www.ryersontownship.ca/,https://www.ryersontownship.ca/town-hall/employment-opportunities,https://www.ryersontownship.ca/content/town-hall/employment-opportunities/administrative-assistant-job-ad-1.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Sables Spanish Rivers,municipality,https://www.sables-spanish.ca/?doing_wp_cron=1771140234.2493290901184082031250,https://www.sables-spanish.ca/employment-opportunities,https://sables-spanish.ca/wp-content/uploads/2018/02/2018-Dog-Cat-Licence-Application.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Saugeen Shores,municipality,https://www.saugeenshores.ca/en/index.aspx,https://saugeenshores.hiringplatform.ca/list/careers,https://saugeenshores.hiringplatform.ca/list/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Schreiber,municipality,https://www.schreiber.ca/,https://www.schreiber.ca/job-opportunities,http://www.schreiber.ca/wp-content/uploads/2020/07/Delegation-Request-Form.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Scugog,municipality,https://www.scugog.ca/,https://www.scugog.ca/council-and-administration/careers-and-volunteering/current-opportunities/,https://www.scugog.ca/media/xdyniaum/001-asset-management-coordinator.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Mississaugas of Scugog Island First Nation,first_nation,https://www.scugogfirstnation.com/Public/Home.aspx,https://www.scugogfirstnation.com/Public/Employment,https://www.scugogfirstnation.com/Public/Employment,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,"United Counties of Stormont, Dundas and Glengarry",municipality,https://www.sdgcounties.ca/,https://www.sdgcounties.ca/work-with-us,https://www.sdgcounties.ca/work-with-us,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Seguin,municipality,https://www.seguin.ca/en/index.aspx,https://www.seguin.ca/en/explore-play/employmentopportunities.aspx,https://www.seguin.ca/en/township-services/resources/Employment-Opportunity/21-Application-for-Employment-Form.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Selwyn,municipality,https://www.selwyntownship.ca/,https://www.selwyntownship.ca/local-government/career-volunteer-opportunities,https://www.selwyntownship.ca/media/mqaftdyx/campground-attendant-seasonal-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Severn,municipality,https://www.severn.ca/,https://www.severn.ca/jobs,https://www.severn.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Munsee-Delaware Nation,first_nation,https://www.sfns.on.ca/munsee-delaware-nation.html,https://www.sfns.on.ca/career.html,https://www.sfns.on.ca/career.html,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Shelburne,municipality,https://www.shelburne.ca/,https://www.shelburne.ca/careers,https://www.shelburne.ca/media/5t0aepne/payroll-and-benefits-coordinator-accounting-clerk-job-ad-feb-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Sheshegwaning,first_nation,https://www.sheshegwaning.org/,,,,,,,,,1,
,Kasabonika Lake,first_nation,https://www.shibogama.on.ca/communities/kasabonika-lake-first-nation,https://www.shibogama.on.ca/jobs,https://www.shibogama.on.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Kingfisher,first_nation,https://www.shibogama.on.ca/communities/kingfisher-lake-first-nation,https://www.shibogama.on.ca/jobs,https://www.shibogama.on.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Wawakapewin,first_nation,https://www.shibogama.on.ca/communities/wawakapewin-first-nation,https://www.shibogama.on.ca/jobs,https://www.shibogama.on.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Shuniah,municipality,https://www.shuniah.org/,https://www.shuniah.org/documents/employment,https://www.shuniah.org/wp-content/uploads/2026/01/Job-Descriptions-Shuniah-Summer-Day-Camp-Supervisor-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Sioux Lookout,municipality,https://www.siouxlookout.ca/,https://www.siouxlookout.ca/join-our-team,https://www.siouxlookout.ca/join-our-team,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Six Nations of the Grand River,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Konadaha Seneca,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Lower Cayuga,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Lower Mohawk,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Niharondasa Seneca,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Tuscarora,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Upper Cayuga,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Upper Mohawk,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Walker Mohawk,first_nation,https://www.sixnations.ca/,https://www.sixnations.ca/careers/,https://www.sixnations.ca/wp-content/uploads/2024/09/SNGRHumanResourcesEmploymentApplication.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Separated Town of Smiths Falls,municipality,https://www.smithsfalls.ca/,https://www.smithsfalls.ca/careers,https://www.smithsfalls.ca/media/fe2bpj0s/child-development-center-supply-teachers-ad.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Sioux Narrows - Nestor Falls,municipality,https://www.snnf.ca/,https://www.snnf.ca/living-in-snnf/career-opportunities,https://www.snnf.ca/api/media/file/Director%20of%20Community%20Development%20Job%20Advertisement.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of South Algonquin,municipality,https://www.southalgonquin.ca/,https://www.southalgonquin.ca/article/employment/,https://www.southalgonquin.ca/wp-content/uploads/2025/10/Fall-Newsletter-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of South Bruce,municipality,https://www.southbruce.ca/,https://www.southbruce.ca/careers/,https://www.southbruce.ca/media/ydmdxsmu/community-living-wingham-and-district-job-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of South Bruce Peninsula,municipality,https://www.southbrucepeninsula.com/en/index.aspx,https://www.southbrucepeninsula.com/en/town-hall/careers.aspx,https://www.southbrucepeninsula.com/en/town-hall/resources/CareersJob-Descriptions/Aquatic-Supervisor-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of South Dundas,municipality,https://www.southdundas.com/,https://www.southdundas.com/municipal-centre/job-opportunities,https://www.southdundas.com/sites/3/files/2026-01/Campground%20%26%20Marina%20Assistant%202026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of South Frontenac,municipality,https://www.southfrontenac.net/,https://www.southfrontenac.net/our-government/careers-with-south-frontenac/,https://www.southfrontenac.net/media/lnujzezx/fs-volunteer-firefighter-2024-02-29.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Southgate,municipality,https://www.southgate.ca/,https://www.southgate.ca/careers,https://www.southgate.ca/media/js0deno2/2026-01-finance-assistant.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of South Glengarry,municipality,https://www.southglengarry.com/,https://www.southglengarry.com/municipal-services/careers/,https://www.southglengarry.com/media/02imj4ms/administrative-assistant-student-job-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of South Huron,municipality,https://www.southhuron.ca/,https://www.southhuron.ca/government/careers-and-volunteer-opportunities,https://www.southhuron.ca/government/careers-and-volunteer-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of South Stormont,municipality,https://www.southstormont.ca/,https://www.southstormont.ca/careers,https://www.southstormont.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Southwest Middlesex,municipality,https://www.southwestmiddlesex.ca/,https://www.southwestmiddlesex.ca/administration/structure/menus/main-navigation/join-our-team,https://www.southwestmiddlesex.ca/administration/structure/menus/main-navigation/join-our-team,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Southwold,municipality,https://www.southwold.ca/en/index.aspx,https://www.southwold.ca/en/municipal-office/employment.aspx,https://www.southwold.ca/en/municipal-office/resources/Employment-Opportunities/PW-Summer/2026-03---Public-Works-Summer-Student-JP.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Springwater,municipality,https://www.springwater.ca/en/index.aspx,https://recruiting.ultipro.ca/COR5005CTOS/JobBoard/0978b5bd-56c3-4da2-b794-f846e3f339a3,https://recruiting.ultipro.ca/COR5005CTOS/JobBoard/0978b5bd-56c3-4da2-b794-f846e3f339a3,ats_utipro,utipro,0.98,url_pattern,2026-02-23,matched ultipro/ukg recruiting,0,
,City of St. Catharines,municipality,https://www.stcatharines.ca/en/index.aspx,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=COSC&cws=37,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=COSC&cws=37,ats_taleo,taleo,0.98,url_pattern,2026-02-23,matched taleo/oracle careers pattern,0,
,Township of St. Clair,municipality,https://www.stclairtownship.ca/,https://www.stclairtownship.ca/residents/general-information/employment-opportunities,https://www.stclairtownship.ca/wp-content/uploads/Township-of-St.-Clair-Public-Complaint-Policy.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,PERFECT FOR ME COMMS/MARKETING STRATEGIC
,Township of Stirling-Rawdon,municipality,https://www.stirling-rawdon.com/,https://www.stirling-rawdon.com/township-government/careers/,https://www.stirling-rawdon.com/township-government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Stone Mills,municipality,https://www.stonemills.com/,https://www.stonemills.com/our-government/careers,https://www.stonemills.com/our-government/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Strathroy - Caradoc,municipality,https://www.strathroy-caradoc.ca/,https://recruiting.ultipro.ca/MID5003MIRO/JobBoard/f7856d33-0f8f-4e61-813d-475b72891935/?q=&o=postedDateDesc,https://recruiting.ultipro.ca/MID5003MIRO/JobBoard/f7856d33-0f8f-4e61-813d-475b72891935?q=&o=postedDateDesc,ats_utipro,utipro,0.98,url_pattern,2026-02-23,matched ultipro/ukg recruiting,0,
,Township of Strong,municipality,https://www.strongtownship.com/,https://www.strongtownship.com/local-government/employment-opportunities,https://www.strongtownship.com/media/2bzaioi2/deputy-clerk-assistant-jd_2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of St Thomas,municipality,https://www.stthomas.ca/,https://jobs.dayforcehcm.com/en-CA/stthomas/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-CA/stthomas/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Village of Sundridge,municipality,https://www.sundridge.ca/,https://www.sundridge.ca/jobs,https://www.sundridge.ca/jobs,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Red Rock,first_nation,http://www.rrib.ca/,,,,,,,,,1,
,Township of South-West Oxford,municipality,https://www.swox.org/,https://www.swox.org/township-services/careers,https://www.swox.org/township-services/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Tay,municipality,https://www.tay.ca/,https://www.tay.ca/municipal-government/employment,https://www.tay.ca/media/1vvb3vkz/2026-006-p-posting-p-desc-tay-township-human-resources-coordinator.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Tay Valley,municipality,https://www.tayvalleytwp.ca/en/index.aspx,https://www.tayvalleytwp.ca/en/municipal-government/Career-Opportunities.aspx,https://www.tayvalleytwp.ca/en/municipal-government/resources/2026---Sports-and-Recreation-Coordinator---Job-Posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Tecumseh,municipality,https://www.tecumseh.ca/,https://www.tecumseh.ca/employment,https://www.tecumseh.ca/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Temagami,municipality,https://www.temagami.ca/,https://www.temagami.ca/municipal-government/employment-opportunities,https://www.temagami.ca/municipal-government/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Temiskaming Shores,municipality,https://www.temiskamingshores.ca/,https://www.temiskamingshores.ca/city-hall/employment-opportunities,https://www.temiskamingshores.ca/media/sq1liz4c/recruitment_selection_and_hiring_policy.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Terrace Bay,municipality,https://www.terracebay.ca/,https://www.terracebay.ca/living-here/community/employment-opportunities,https://www.terracebay.ca/wp-content/uploads/2025/04/2025-Budget-Summary.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Thames Centre,municipality,https://www.thamescentre.on.ca/,https://www.thamescentre.on.ca/jobs,https://www.thamescentre.on.ca/media/hr2jzsza/human-resources-specialist-job-call.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of The Archipelago,municipality,https://www.thearchipelago.on.ca/,https://www.thearchipelago.on.ca/p/employment-opportunities,https://www.thearchipelago.on.ca/p/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of The Blue Mountains,municipality,https://www.thebluemountains.ca/,https://jobs.dayforcehcm.com/en-US/thebluemtns/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-US/thebluemtns/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Prince Edward County,municipality,https://www.thecounty.ca/,https://www.thecounty.ca/residents/employment,https://www.thecounty.ca/residents/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Thessalon,first_nation,https://www.thessalonfirstnation.ca/,https://www.thessalonfirstnation.ca/employment-opportunities.html,https://www.thessalonfirstnation.ca/employment-opportunities.html,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Thorold,municipality,https://www.thorold.ca/en/index.aspx,https://www.thorold.ca/en/city-hall/jobs.aspx,https://www.thorold.ca/en/city-hall/resources/Job-Ad---Customer-Service-Ambassadors-1.2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Tillsonburg,municipality,https://www.tillsonburg.ca/,https://www.tillsonburg.ca/town-hall/jobs,https://www.tillsonburg.ca/town-hall/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Timmins,municipality,https://www.timmins.ca/,https://www.timmins.ca/our_services/news_and_alerts/current_career_opportunities,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_11976345/File/Our%20Services/Tax%20and%20Water%20Collections/Tax_and_Water_Collections-FAQ.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Tiny,municipality,https://www.tiny.ca/,https://www.tiny.ca/township-hall/employment-opportunities,https://www.tiny.ca/township-hall/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Minto,municipality,https://www.town.minto.on.ca/,https://www.town.minto.on.ca/government/careers,https://www.town.minto.on.ca/government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
